frame_id,possession,team_name,x,y,acquisition,is_zone_entry,is_pp_ozone,is_pp,pp_name
301.0,Brianne Jenner,Canada,195.7326717,63.35236208,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
302.0,Brianne Jenner,Canada,195.4875266,63.66950488,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
303.0,Brianne Jenner,Canada,195.6523324,64.08715032,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
304.0,Brianne Jenner,Canada,195.6486419,64.44763332,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
305.0,Brianne Jenner,Canada,195.857297,64.47464058,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
306.0,Brianne Jenner,Canada,194.9936331,64.76634445,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
307.0,Brianne Jenner,Canada,195.0438152,64.83348319,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
308.0,Brianne Jenner,Canada,195.4061366,65.15070311,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
309.0,Brianne Jenner,Canada,195.404514,65.34501139,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
310.0,Brianne Jenner,Canada,195.4151484,65.52141313,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
311.0,Brianne Jenner,Canada,195.4378893,65.6755384,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
312.0,Brianne Jenner,Canada,195.4711912,65.80165604,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
313.0,Brianne Jenner,Canada,195.5123775,65.89660965,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
314.0,Brianne Jenner,Canada,195.5643195,65.96102892,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
315.0,Brianne Jenner,Canada,195.6357782,65.99907026,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
316.0,Brianne Jenner,Canada,195.7298126,66.01737897,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
317.0,Brianne Jenner,Canada,195.8430252,66.02295658,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
318.0,Brianne Jenner,Canada,195.9688323,66.02320418,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
319.0,Brianne Jenner,Canada,196.0978012,66.0252066,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
320.0,Brianne Jenner,Canada,196.218535,66.03519609,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
321.0,Brianne Jenner,Canada,196.3190147,66.05834288,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
322.0,Brianne Jenner,Canada,196.3880821,66.09876239,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
323.0,Brianne Jenner,Canada,196.4166553,66.15945716,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
324.0,Brianne Jenner,Canada,196.3984739,66.24199706,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
325.0,Brianne Jenner,Canada,196.3303056,66.34602311,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
326.0,Brianne Jenner,Canada,196.2116119,66.46892409,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
327.0,Brianne Jenner,Canada,196.0438262,66.6060077,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
328.0,Brianne Jenner,Canada,195.8295271,66.75122558,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
329.0,Brianne Jenner,Canada,195.5718861,66.89831632,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
330.0,Brianne Jenner,Canada,195.2745687,67.04207532,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
331.0,Brianne Jenner,Canada,194.9419055,67.17930052,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
332.0,Brianne Jenner,Canada,194.5791481,67.30919683,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
333.0,Brianne Jenner,Canada,194.1926636,67.43335067,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
334.0,Brianne Jenner,Canada,193.7898544,67.55529506,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
335.0,Brianne Jenner,Canada,193.3787273,67.67965184,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
336.0,Brianne Jenner,Canada,192.9672097,67.81107035,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
337.0,Brianne Jenner,Canada,192.5623041,67.95337869,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
338.0,Brianne Jenner,Canada,192.1692158,68.10929024,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
339.0,Brianne Jenner,Canada,191.7907963,68.2806592,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
340.0,Brianne Jenner,Canada,191.4275645,68.46890261,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
341.0,Brianne Jenner,Canada,191.0782615,68.67508893,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
342.0,Brianne Jenner,Canada,190.7407155,68.89945638,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
343.0,Brianne Jenner,Canada,190.41258180000003,69.14048805,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
344.0,Brianne Jenner,Canada,190.0916329,69.39392619,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
370.0,Marie-Philip Poulin,Canada,136.05535659999998,68.30943647,Reception,False,True,True,2022-02-08 Canada at USA P1 PP1
371.0,Marie-Philip Poulin,Canada,135.81359619999998,68.34275646,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
372.0,Marie-Philip Poulin,Canada,136.8130551,68.44991634,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
373.0,Marie-Philip Poulin,Canada,137.67871709999997,68.38919503,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
374.0,Marie-Philip Poulin,Canada,138.3369031,68.5359167,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
375.0,Marie-Philip Poulin,Canada,138.8514655,68.89723621,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
376.0,Marie-Philip Poulin,Canada,139.1881307,69.09950021,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
377.0,Marie-Philip Poulin,Canada,139.3614836,69.4845371,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
378.0,Marie-Philip Poulin,Canada,139.8321716,69.78241487,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
379.0,Marie-Philip Poulin,Canada,140.3349107,70.09595999,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
380.0,Marie-Philip Poulin,Canada,140.8877175,70.41416838,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
381.0,Marie-Philip Poulin,Canada,141.49561119999996,70.72816263,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
382.0,Marie-Philip Poulin,Canada,142.1520506,71.0325975,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
383.0,Marie-Philip Poulin,Canada,142.842815,71.32345499,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
384.0,Marie-Philip Poulin,Canada,143.5511103,71.59793238,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
385.0,Marie-Philip Poulin,Canada,144.2661199,71.85501148,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
386.0,Marie-Philip Poulin,Canada,144.9836501,72.09430066,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
387.0,Marie-Philip Poulin,Canada,145.7010301,72.31528364,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
388.0,Marie-Philip Poulin,Canada,146.4167534,72.51715322,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
389.0,Marie-Philip Poulin,Canada,147.1296781,72.69919568,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
390.0,Marie-Philip Poulin,Canada,147.83799130000003,72.86141564,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
391.0,Marie-Philip Poulin,Canada,148.5384972,73.00506473,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
392.0,Marie-Philip Poulin,Canada,149.2265404,73.13285414,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
393.0,Marie-Philip Poulin,Canada,149.8963501,73.24866926,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
394.0,Marie-Philip Poulin,Canada,150.5416484,73.35683152,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
395.0,Marie-Philip Poulin,Canada,151.1566646,73.46119307,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
396.0,Marie-Philip Poulin,Canada,151.7374243,73.564412,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
397.0,Marie-Philip Poulin,Canada,152.282865,73.66775509,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
398.0,Marie-Philip Poulin,Canada,152.7956041,73.77148031,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
399.0,Marie-Philip Poulin,Canada,153.28211240000005,73.87542344,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
400.0,Marie-Philip Poulin,Canada,153.7518834,73.97937995,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
401.0,Marie-Philip Poulin,Canada,154.2157214,74.08312951,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
402.0,Marie-Philip Poulin,Canada,154.6837321,74.18617783,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
403.0,Marie-Philip Poulin,Canada,155.16364950000005,74.28744118,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
404.0,Marie-Philip Poulin,Canada,155.6598572,74.38516673,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
405.0,Marie-Philip Poulin,Canada,156.1730684,74.47721209,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
406.0,Marie-Philip Poulin,Canada,156.7006235,74.56159301,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
407.0,Marie-Philip Poulin,Canada,157.2373437,74.63717581,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
408.0,Marie-Philip Poulin,Canada,157.7765931,74.7042794,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
409.0,Marie-Philip Poulin,Canada,158.311188,74.76492904,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
410.0,Marie-Philip Poulin,Canada,158.8340834,74.82267561,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
411.0,Marie-Philip Poulin,Canada,159.3389855,74.88196590000003,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
412.0,Marie-Philip Poulin,Canada,159.8210621,74.94719757,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
413.0,Marie-Philip Poulin,Canada,160.2778875,75.02176577,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
414.0,Marie-Philip Poulin,Canada,160.7104388,75.10734469,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
415.0,Marie-Philip Poulin,Canada,161.1235882,75.20354813,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
416.0,Marie-Philip Poulin,Canada,161.52569540000005,75.30801681,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
417.0,Marie-Philip Poulin,Canada,161.92727019999995,75.41681049,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
418.0,Marie-Philip Poulin,Canada,162.3390534,75.5248782,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
419.0,Marie-Philip Poulin,Canada,162.77006459999996,75.62645639,Retained,False,True,True,2022-02-08 Canada at USA P1 PP1
